"No.","Time","Source","Destination","Protocol","Length","Info"
"87","14.996396","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"88","15.996751","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"89","16.157989","192.168.1.69","239.255.255.250","SSDP","435","NOTIFY * HTTP/1.1 "
"90","16.157989","192.168.1.69","239.255.255.250","SSDP","444","NOTIFY * HTTP/1.1 "
"91","16.159665","192.168.1.69","239.255.255.250","SSDP","497","NOTIFY * HTTP/1.1 "
"92","16.159665","192.168.1.69","239.255.255.250","SSDP","485","NOTIFY * HTTP/1.1 "
"93","16.258607","192.168.1.69","239.255.255.250","SSDP","435","NOTIFY * HTTP/1.1 "
"94","16.258607","192.168.1.69","239.255.255.250","SSDP","444","NOTIFY * HTTP/1.1 "
"95","16.258607","192.168.1.69","239.255.255.250","SSDP","497","NOTIFY * HTTP/1.1 "
"96","16.260560","192.168.1.69","239.255.255.250","SSDP","485","NOTIFY * HTTP/1.1 "
"97","16.996768","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"98","17.999949","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"99","18.513718","192.168.1.163","20.54.37.73","TLSv1.2","155","Application Data"
"100","18.561416","20.54.37.73","192.168.1.163","TLSv1.2","225","Application Data"
"101","18.606880","192.168.1.163","20.54.37.73","TCP","54","49734  >  443 [ACK] Seq=102 Ack=172 Win=516 Len=0"
"102","18.636673","192.168.1.69","239.255.255.250","SSDP","435","NOTIFY * HTTP/1.1 "
"103","18.636673","192.168.1.69","239.255.255.250","SSDP","444","NOTIFY * HTTP/1.1 "
"104","18.638442","192.168.1.69","239.255.255.250","SSDP","495","NOTIFY * HTTP/1.1 "
"105","18.638442","192.168.1.69","239.255.255.250","SSDP","483","NOTIFY * HTTP/1.1 "
"106","18.733889","192.168.1.69","239.255.255.250","SSDP","435","NOTIFY * HTTP/1.1 "
"107","18.733889","192.168.1.69","239.255.255.250","SSDP","444","NOTIFY * HTTP/1.1 "
"108","18.733889","192.168.1.69","239.255.255.250","SSDP","495","NOTIFY * HTTP/1.1 "
"109","18.738402","192.168.1.69","239.255.255.250","SSDP","483","NOTIFY * HTTP/1.1 "
"110","18.799817","Technico_a3:f2:0e","Broadcast","ARP","60","Who has 192.168.1.163? Tell 192.168.1.1"
"111","18.799842","IntelCor_bf:bd:4b","Technico_a3:f2:0e","ARP","42","192.168.1.163 is at 14:4f:8a:bf:bd:4b"
"112","18.800443","Technico_a3:f2:0e","Broadcast","ARP","60","Who has 192.168.1.232? Tell 192.168.1.1"
"113","19.000799","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"114","20.000704","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"115","20.998760","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"116","21.871917","Technico_a3:f2:0e","Broadcast","ARP","60","Who has 192.168.1.23? Tell 192.168.1.1"
"117","21.872447","Technico_a3:f2:0e","Broadcast","ARP","60","Who has 192.168.1.27? Tell 192.168.1.1"
"118","21.995894","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"119","22.172426","192.168.1.136","239.255.255.250","SSDP","354","NOTIFY * HTTP/1.1 "
"120","22.233977","192.168.1.136","239.255.255.250","SSDP","354","NOTIFY * HTTP/1.1 "
"121","22.275446","192.168.1.136","239.255.255.250","SSDP","363","NOTIFY * HTTP/1.1 "
"122","22.337455","192.168.1.136","239.255.255.250","SSDP","363","NOTIFY * HTTP/1.1 "
"123","22.378259","192.168.1.136","239.255.255.250","SSDP","357","NOTIFY * HTTP/1.1 "
"124","22.430235","192.168.1.136","239.255.255.250","SSDP","357","NOTIFY * HTTP/1.1 "
"125","22.787217","192.168.1.163","149.154.167.91","SSL","239","Continuation Data"
"126","22.865596","149.154.167.91","192.168.1.163","TCP","60","443  >  52005 [ACK] Seq=2629 Ack=1480 Win=5799 Len=0"
"127","22.999631","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"128","23.029448","IntelCor_bf:bd:4b","Technico_a3:f2:0e","ARP","42","Who has 192.168.1.1? Tell 192.168.1.163"
"129","23.032434","Technico_a3:f2:0e","IntelCor_bf:bd:4b","ARP","60","192.168.1.1 is at a4:91:b1:a3:f2:0e"
"130","23.998074","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"131","24.998028","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"132","25.998732","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"133","26.547168","192.168.1.69","239.255.255.250","SSDP","435","NOTIFY * HTTP/1.1 "
"134","26.547168","192.168.1.69","239.255.255.250","SSDP","444","NOTIFY * HTTP/1.1 "
"135","26.549112","192.168.1.69","239.255.255.250","SSDP","493","NOTIFY * HTTP/1.1 "
"136","26.549112","192.168.1.69","239.255.255.250","SSDP","475","NOTIFY * HTTP/1.1 "
"137","26.549112","192.168.1.69","239.255.255.250","SSDP","479","NOTIFY * HTTP/1.1 "
"138","26.550326","192.168.1.69","239.255.255.250","SSDP","497","NOTIFY * HTTP/1.1 "
"139","26.550326","192.168.1.69","239.255.255.250","SSDP","479","NOTIFY * HTTP/1.1 "
"140","26.550326","192.168.1.69","239.255.255.250","SSDP","483","NOTIFY * HTTP/1.1 "
"141","26.645362","192.168.1.69","239.255.255.250","SSDP","435","NOTIFY * HTTP/1.1 "
"142","26.645362","192.168.1.69","239.255.255.250","SSDP","444","NOTIFY * HTTP/1.1 "
"143","26.645362","192.168.1.69","239.255.255.250","SSDP","493","NOTIFY * HTTP/1.1 "
"144","26.647063","192.168.1.69","239.255.255.250","SSDP","475","NOTIFY * HTTP/1.1 "
"145","26.647063","192.168.1.69","239.255.255.250","SSDP","479","NOTIFY * HTTP/1.1 "
"146","26.647063","192.168.1.69","239.255.255.250","SSDP","497","NOTIFY * HTTP/1.1 "
"147","26.648844","192.168.1.69","239.255.255.250","SSDP","479","NOTIFY * HTTP/1.1 "
"148","26.648844","192.168.1.69","239.255.255.250","SSDP","483","NOTIFY * HTTP/1.1 "
"149","26.787131","Technico_a3:f2:0e","Broadcast","ARP","60","Who has 192.168.1.17? Tell 192.168.1.1"
"150","26.787916","Technico_a3:f2:0e","Broadcast","ARP","60","Who has 192.168.1.204? Tell 192.168.1.1"
"151","26.997612","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"152","28.001078","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"153","28.835454","Technico_a3:f2:0e","Broadcast","ARP","60","Who has 192.168.1.128? Tell 192.168.1.1"
"154","28.999512","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"155","29.999147","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"156","30.474926","192.168.1.232","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlezone._tcp.local, ""QM"" question"
"157","30.474926","192.168.1.232","224.0.0.251","MDNS","119","Standard query 0x0000 SRV 6d45b356-f405-1a7e-b482-516eb3104b9b._googlezone._tcp.local, ""QM"" question"
"158","30.474926","192.168.1.232","224.0.0.251","MDNS","256","Standard query response 0x0000 PTR 6d45b356-f405-1a7e-b482-516eb3104b9b._googlezone._tcp.local TXT, cache flush SRV, cache flush 360 33 10001 6d45b356-f405-1a7e-b482-516eb3104b9b.local A, cache flush 192.168.1.232"
"159","30.474926","192.168.1.232","224.0.0.251","MDNS","186","Standard query response 0x0000 SRV, cache flush 360 33 10001 6d45b356-f405-1a7e-b482-516eb3104b9b.local A, cache flush 192.168.1.232"
"160","30.999168","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"161","31.323983","Technico_a3:f2:0e","Broadcast","ARP","60","Who has 192.168.1.69? Tell 192.168.1.1"
"162","31.323983","Technico_a3:f2:0e","Broadcast","ARP","60","Who has 192.168.1.136? Tell 192.168.1.1"
"163","31.996730","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"164","32.317355","Technico_a3:f2:0e","Broadcast","ARP","60","Who has 192.168.1.147? Tell 192.168.1.1"
"165","32.999139","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"166","33.087689","192.168.1.69","239.255.255.250","SSDP","435","NOTIFY * HTTP/1.1 "
"167","33.087689","192.168.1.69","239.255.255.250","SSDP","444","NOTIFY * HTTP/1.1 "
"168","33.087689","192.168.1.69","239.255.255.250","SSDP","497","NOTIFY * HTTP/1.1 "
"169","33.089870","192.168.1.69","239.255.255.250","SSDP","479","NOTIFY * HTTP/1.1 "
"170","33.089870","192.168.1.69","239.255.255.250","SSDP","475","NOTIFY * HTTP/1.1 "
"171","33.089870","192.168.1.69","239.255.255.250","SSDP","475","NOTIFY * HTTP/1.1 "
"172","33.188372","192.168.1.69","239.255.255.250","SSDP","435","NOTIFY * HTTP/1.1 "
"173","33.188372","192.168.1.69","239.255.255.250","SSDP","444","NOTIFY * HTTP/1.1 "
"174","33.188372","192.168.1.69","239.255.255.250","SSDP","497","NOTIFY * HTTP/1.1 "
"175","33.189818","192.168.1.69","239.255.255.250","SSDP","479","NOTIFY * HTTP/1.1 "
"176","33.189818","192.168.1.69","239.255.255.250","SSDP","475","NOTIFY * HTTP/1.1 "
"177","33.189818","192.168.1.69","239.255.255.250","SSDP","475","NOTIFY * HTTP/1.1 "
"178","34.002225","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"179","34.997556","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"180","35.997796","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"181","36.259694","192.168.1.69","239.255.255.250","SSDP","435","NOTIFY * HTTP/1.1 "
"182","36.259694","192.168.1.69","239.255.255.250","SSDP","444","NOTIFY * HTTP/1.1 "
"183","36.259694","192.168.1.69","239.255.255.250","SSDP","497","NOTIFY * HTTP/1.1 "
"184","36.261456","192.168.1.69","239.255.255.250","SSDP","485","NOTIFY * HTTP/1.1 "
"185","36.360656","192.168.1.69","239.255.255.250","SSDP","435","NOTIFY * HTTP/1.1 "
"186","36.360656","192.168.1.69","239.255.255.250","SSDP","444","NOTIFY * HTTP/1.1 "
"187","36.360656","192.168.1.69","239.255.255.250","SSDP","497","NOTIFY * HTTP/1.1 "
"188","36.361703","192.168.1.69","239.255.255.250","SSDP","485","NOTIFY * HTTP/1.1 "
"189","36.897768","149.154.167.91","192.168.1.163","SSL","495","Continuation Data"
"190","36.899588","192.168.1.163","149.154.167.91","SSL","255","Continuation Data"
"191","36.934543","149.154.167.91","192.168.1.163","TCP","60","443  >  52005 [ACK] Seq=3070 Ack=1681 Win=5835 Len=0"
"192","36.997167","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"193","37.385384","149.154.167.91","192.168.1.163","SSL","706","Continuation Data"
"194","37.433823","192.168.1.163","149.154.167.91","TCP","54","52005  >  443 [ACK] Seq=1681 Ack=3722 Win=513 Len=0"
"195","37.437368","Technico_a3:f2:0e","Broadcast","ARP","60","Who has 192.168.1.163? Tell 192.168.1.1"
"196","37.437368","Technico_a3:f2:0e","Broadcast","ARP","60","Who has 192.168.1.232? Tell 192.168.1.1"
"197","37.437400","IntelCor_bf:bd:4b","Technico_a3:f2:0e","ARP","42","192.168.1.163 is at 14:4f:8a:bf:bd:4b"
"198","37.899219","192.168.1.163","149.154.167.91","SSL","239","Continuation Data"
"199","37.934817","149.154.167.91","192.168.1.163","TCP","60","443  >  52005 [ACK] Seq=3722 Ack=1866 Win=5870 Len=0"
"200","37.934870","192.168.1.163","149.154.167.91","SSL","335","Continuation Data"
"201","37.954440","149.154.167.91","192.168.1.163","SSL","594","Continuation Data"
"202","37.969812","149.154.167.91","192.168.1.163","TCP","60","443  >  52005 [ACK] Seq=4262 Ack=2147 Win=5906 Len=0"
"203","37.969866","192.168.1.163","149.154.167.91","SSL","207","Continuation Data"
"204","37.998380","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"205","38.000815","149.154.167.91","192.168.1.163","SSL","738","Continuation Data"
"206","38.004588","149.154.167.91","192.168.1.163","TCP","60","443  >  52005 [ACK] Seq=4946 Ack=2300 Win=5942 Len=0"
"207","38.017709","192.168.1.163","149.154.167.91","SSL","287","Continuation Data"
"208","38.035979","149.154.167.91","192.168.1.163","SSL","143","Continuation Data"
"209","38.036069","192.168.1.163","149.154.167.91","TCP","54","52005  >  443 [ACK] Seq=2533 Ack=5035 Win=513 Len=0"
"210","38.113599","149.154.167.91","192.168.1.163","TCP","60","443  >  52005 [ACK] Seq=5035 Ack=2533 Win=5978 Len=0"
"211","38.146258","149.154.167.91","192.168.1.163","SSL","850","Continuation Data"
"212","38.191663","192.168.1.163","149.154.167.91","TCP","54","52005  >  443 [ACK] Seq=2533 Ack=5831 Win=510 Len=0"
"213","38.996822","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"214","39.998965","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"215","40.509553","Technico_a3:f2:0e","Broadcast","ARP","60","Who has 192.168.1.23? Tell 192.168.1.1"
"216","40.509553","Technico_a3:f2:0e","Broadcast","ARP","60","Who has 192.168.1.27? Tell 192.168.1.1"
"217","40.734299","192.168.1.69","239.255.255.250","SSDP","435","NOTIFY * HTTP/1.1 "
"218","40.734299","192.168.1.69","239.255.255.250","SSDP","444","NOTIFY * HTTP/1.1 "
"219","40.735971","192.168.1.69","239.255.255.250","SSDP","495","NOTIFY * HTTP/1.1 "
"220","40.735971","192.168.1.69","239.255.255.250","SSDP","483","NOTIFY * HTTP/1.1 "
"221","40.840783","192.168.1.69","239.255.255.250","SSDP","435","NOTIFY * HTTP/1.1 "
"222","40.840783","192.168.1.69","239.255.255.250","SSDP","444","NOTIFY * HTTP/1.1 "
"223","40.840783","192.168.1.69","239.255.255.250","SSDP","495","NOTIFY * HTTP/1.1 "
"224","40.840783","192.168.1.69","239.255.255.250","SSDP","483","NOTIFY * HTTP/1.1 "
"225","41.000589","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"226","41.999372","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"227","42.997473","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"228","44.000244","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"229","44.810491","192.168.1.16","224.0.0.251","MDNS","266","Standard query response 0x0000 PTR, cache flush iPhone-di-Alessandro.local PTR, cache flush iPhone-di-Alessandro.local NSEC, cache flush A.6.3.4.1.A.F.C.4.D.D.C.D.7.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 16.1.168.192.in-addr.arpa OPT"
"230","44.810639","fe80::187d:cdd4:cfa1:436a","ff02::fb","MDNS","286","Standard query response 0x0000 PTR, cache flush iPhone-di-Alessandro.local PTR, cache flush iPhone-di-Alessandro.local NSEC, cache flush A.6.3.4.1.A.F.C.4.D.D.C.D.7.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 16.1.168.192.in-addr.arpa OPT"
"231","44.996023","192.168.1.163","192.168.1.255","UDP","305","54915  >  54915 Len=263"
"232","45.015307","192.168.1.16","224.0.0.251","MDNS","154","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"233","45.015782","fe80::187d:cdd4:cfa1:436a","ff02::fb","MDNS","174","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"234","45.424539","192.168.1.16","224.0.0.251","MDNS","219","Standard query 0x0000 ANY iPhone di Alessandro._rdlink._tcp.local, ""QU"" question ANY iPhone-di-Alessandro.local, ""QU"" question SRV 0 0 49154 iPhone-di-Alessandro.local AAAA fe80::187d:cdd4:cfa1:436a A 192.168.1.16 OPT"
"235","45.425301","fe80::187d:cdd4:cfa1:436a","ff02::fb","MDNS","239","Standard query 0x0000 ANY iPhone di Alessandro._rdlink._tcp.local, ""QU"" question ANY iPhone-di-Alessandro.local, ""QU"" question SRV 0 0 49154 iPhone-di-Alessandro.local AAAA fe80::187d:cdd4:cfa1:436a A 192.168.1.16 OPT"
"236","45.425301","Technico_a3:f2:0e","Broadcast","ARP","60","Who has 192.168.1.17? Tell 192.168.1.1"
"237","45.425301","Technico_a3:f2:0e","Broadcast","ARP","60","Who has 192.168.1.204? Tell 192.168.1.1"
"238","45.629506","192.168.1.16","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"239","45.630161","192.168.1.16","224.0.0.251","MDNS","219","Standard query 0x0000 ANY iPhone di Alessandro._rdlink._tcp.local, ""QM"" question ANY iPhone-di-Alessandro.local, ""QM"" question SRV 0 0 49154 iPhone-di-Alessandro.local AAAA fe80::187d:cdd4:cfa1:436a A 192.168.1.16 OPT"
"240","45.630161","fe80::187d:cdd4:cfa1:436a","ff02::fb","MDNS","239","Standard query 0x0000 ANY iPhone di Alessandro._rdlink._tcp.local, ""QM"" question ANY iPhone-di-Alessandro.local, ""QM"" question SRV 0 0 49154 iPhone-di-Alessandro.local AAAA fe80::187d:cdd4:cfa1:436a A 192.168.1.16 OPT"
"241","45.808999","77.234.45.64","192.168.1.163","TCP","208","80  >  49676 [PSH, ACK] Seq=1 Ack=1 Win=5 Len=154 [TCP segment of a reassembled PDU]"
"242","45.808999","77.234.45.64","192.168.1.163","TCP","1506","80  >  49676 [ACK] Seq=155 Ack=1 Win=5 Len=1452 [TCP segment of a reassembled PDU]"
"243","45.808999","77.234.45.64","192.168.1.163","TCP","1506","80  >  49676 [ACK] Seq=1607 Ack=1 Win=5 Len=1452 [TCP segment of a reassembled PDU]"
"244","45.809225","192.168.1.163","77.234.45.64","TCP","54","49676  >  80 [ACK] Seq=1 Ack=3059 Win=2064 Len=0"
"245","45.834246","192.168.1.16","224.0.0.251","MDNS","266","Standard query response 0x0000 PTR, cache flush iPhone-di-Alessandro.local PTR, cache flush iPhone-di-Alessandro.local NSEC, cache flush A.6.3.4.1.A.F.C.4.D.D.C.D.7.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 16.1.168.192.in-addr.arpa OPT"
