"No.","Time","Source","Destination","Protocol","Length","Info"
"4283","86.846507","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4284","86.846507","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4285","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4286","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4287","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4288","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4289","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4290","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4291","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4292","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4293","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4294","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4295","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4296","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4297","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4298","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4299","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4300","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4301","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4302","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4303","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4304","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4305","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4306","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4307","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4308","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4309","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4310","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4311","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4312","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4313","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4314","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4315","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4316","86.847149","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4317","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4318","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4319","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4320","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4321","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4322","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4323","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4324","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4325","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4326","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4327","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4328","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4329","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4330","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4331","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4332","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4333","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4334","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4335","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4336","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4337","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4338","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4339","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4340","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4341","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4342","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4343","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4344","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4345","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4346","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4347","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4348","86.849508","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4349","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4350","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4351","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4352","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4353","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4354","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4355","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4356","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4357","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4358","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4359","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4360","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4361","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4362","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4363","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4364","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4365","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4366","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4367","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4368","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4369","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4370","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4371","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4372","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4373","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4374","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4375","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4376","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4377","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4378","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4379","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4380","86.849948","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4381","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4382","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4383","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4384","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4385","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4386","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4387","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4388","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4389","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4390","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4391","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4392","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4393","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4394","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4395","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4396","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4397","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4398","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4399","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4400","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4401","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4402","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4403","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4404","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4405","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4406","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4407","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4408","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4409","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4410","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4411","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4412","86.850344","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4413","86.850668","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4414","86.850668","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4415","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4416","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4417","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4418","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4419","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4420","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4421","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4422","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4423","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4424","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4425","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4426","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4427","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4428","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4429","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4430","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4431","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4432","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4433","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4434","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4435","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4436","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4437","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4438","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4439","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4440","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4441","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4442","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4443","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4444","86.850794","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4445","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4446","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4447","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4448","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4449","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4450","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4451","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4452","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4453","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4454","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4455","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4456","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4457","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4458","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4459","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4460","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4461","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4462","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4463","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4464","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4465","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4466","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4467","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4468","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4469","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4470","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4471","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4472","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4473","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4474","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4475","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4476","86.851198","151.99.221.148","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=8dead2"
"4477","86.854795","157.240.231.35","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=e2dd06"
"4478","86.854795","157.240.231.35","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=e2dd06"
"4479","86.854795","157.240.231.35","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=e2dd06"
"4480","86.854795","157.240.231.35","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=e2dd06"
"4481","86.854795","157.240.231.35","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=e2dd06"
"4482","86.854795","157.240.231.35","192.168.1.163","QUIC","954","Protected Payload (KP0), DCID=e2dd06"
"4483","86.854795","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4484","86.854795","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4485","86.854795","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4486","86.854795","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4487","86.854795","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4488","86.855392","192.168.1.163","151.99.221.148","QUIC","78","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4489","86.855525","192.168.1.163","151.99.221.148","QUIC","77","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4490","86.855615","192.168.1.163","151.99.221.148","QUIC","77","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4491","86.855643","192.168.1.163","151.99.221.147","QUIC","77","Protected Payload (KP0), DCID=40008f5974b3bc2b"
"4492","86.855680","192.168.1.163","151.99.221.148","QUIC","77","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4493","86.855750","192.168.1.163","151.99.221.148","QUIC","77","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4494","86.855816","192.168.1.163","151.99.221.148","QUIC","77","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4495","86.855874","192.168.1.163","151.99.221.148","QUIC","77","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4496","86.855939","192.168.1.163","151.99.221.148","QUIC","77","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4497","86.856009","192.168.1.163","151.99.221.148","QUIC","85","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4498","86.856088","192.168.1.163","151.99.221.148","QUIC","91","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4499","86.856151","192.168.1.163","151.99.221.148","QUIC","99","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4500","86.856217","192.168.1.163","151.99.221.148","QUIC","105","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4501","86.856228","192.168.1.163","157.240.231.35","QUIC","77","Protected Payload (KP0), DCID=4abdc696377f8e6a"
"4502","86.856245","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4503","86.856245","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4504","86.856245","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4505","86.856245","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4506","86.856245","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4507","86.856245","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4508","86.856245","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4509","86.856279","192.168.1.163","151.99.221.148","QUIC","113","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4510","86.856338","192.168.1.163","151.99.221.147","QUIC","77","Protected Payload (KP0), DCID=40008f5974b3bc2b"
"4511","86.856345","192.168.1.163","151.99.221.148","QUIC","119","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4512","86.856399","192.168.1.163","151.99.221.148","QUIC","119","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4513","86.856445","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4514","86.856445","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4515","86.856445","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4516","86.856445","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4517","86.856445","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4518","86.856445","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4519","86.856445","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4520","86.856445","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4521","86.856466","192.168.1.163","151.99.221.148","QUIC","119","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4522","86.856531","192.168.1.163","151.99.221.148","QUIC","123","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4523","86.856634","192.168.1.163","151.99.221.148","QUIC","135","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4524","86.856681","192.168.1.163","157.240.231.35","QUIC","77","Protected Payload (KP0), DCID=4abdc696377f8e6a"
"4525","86.856731","192.168.1.163","151.99.221.148","QUIC","138","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4526","86.856841","192.168.1.163","151.99.221.148","QUIC","138","Protected Payload (KP0), DCID=4000d31b7a1ba721"
"4527","86.857348","192.168.1.163","151.99.221.147","QUIC","77","Protected Payload (KP0), DCID=40008f5974b3bc2b"
"4528","86.857693","192.168.1.163","151.99.221.147","QUIC","77","Protected Payload (KP0), DCID=40008f5974b3bc2b"
"4529","86.858274","192.168.1.163","151.99.221.147","QUIC","77","Protected Payload (KP0), DCID=40008f5974b3bc2b"
"4530","86.859784","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4531","86.859784","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4532","86.859784","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4533","86.859784","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4534","86.859784","151.99.221.147","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=9a2cbc"
"4535","86.859784","157.240.231.35","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=e2dd06"
"4536","86.859784","157.240.231.35","192.168.1.163","QUIC","1274","Protected Payload (KP0), DCID=e2dd06"
